		"Suspension"				"Biofilm"			
"b2513_at"	"yfgM"	1252.1	1520.1	1104.2	977.8	1499.2	1270.9	1099.2	669.1
"perM_b2493_at"	"yfgO"	155	142.6	157.3	179.8	195.9	224.2	117.8	312.7
"yfhA_b2554_at"	"yfhA"	544.6	476.8	469.1	595.4	342.5	611.9	414.3	494.9
"yfhB_b2560_at"	"yfhB"	436.5	616	610.9	411.2	501.9	508.2	497.9	509.8
"yfhC_b2559_at"	"yfhC"	282.7	310.9	368.3	387.9	424.6	462.1	394.6	494.1
"yfhD_b2558_at"	"yfhD"	38	97.5	98	165.4	77.7	115.7	126.3	284.9
"yfhG_b2555_at"	"yfhG"	531	548.9	640	823.3	534.3	681.5	725.8	774.2
"yfhH_b2561_at"	"yfhH"	172.7	181.6	280.7	314.4	277.9	316.5	328.5	495.1
"yfhJ_b2524_at"	"yfhJ"	473	749.7	768.6	1128	667.9	915.9	635.5	978.5
"yfhK_b2556_at"	"yfhK"	529.2	538.6	792.5	803.3	589.7	530.4	815.9	817.1
"yfhL_b2562_at"	"yfhL"	133.7	134.8	185.5	282.7	243	267.7	166.5	366.7
"yfhO_b2530_at"	"yfhO"	468.9	1207.9	2578.3	5816.9	1337.8	1626.9	2348.9	4744.6
"b2531_at"	"yfhP"	567.2	1463.2	3188.2	5451	1417.1	1762	2725.5	4164.4
"yfiA_b2597_at"	"yfiA"	11702.8	17886.8	4665.2	19139.4	7714.3	11097.5	6735.6	13292.8
"yfiB_b2605_at"	"yfiB"	339.5	69.9	34.2	45.4	279.9	201.6	42.7	170.7
"yfiC_b2575_at"	"yfiC"	184.8	84.6	272	266.8	334.1	347.2	322.8	509
"yfiD_b2579_at"	"yfiD"	3003.1	5923.3	592.5	836.4	3185.7	2936.7	949.7	400.3
"yfiE_b2577_at"	"yfiE"	168.7	216.9	293.9	505	223.2	194.8	262.1	427.7
"yfiF_b2581_at"	"yfiF"	465.2	682.8	638.2	845.1	475.8	569.9	854.2	965
"yfiH_b2593_at"	"yfiH"	179.9	389.3	574.9	445.6	352.2	364	489.6	471.1
"yfiK_b2578_at"	"yfiK"	197.5	269.8	293.7	567.2	242	188.2	308.7	477.9
"yfiL_b2602_at"	"yfiL"	435.8	281.2	433.3	640.2	396.2	328.3	335	626.2
"IG_1687_2722103_2722198_fwd_at"	"yfiM"	376.2	343	353.3	277.3	516.9	539.4	306.9	283
"yfiM_b2586_at"	"yfiM"	286.9	271.9	254	227.5	163.6	481.2	220.1	372.4
"yfiN_b2604_at"	"yfiN"	356.1	236.9	198.3	302.2	477.1	305.9	257.4	503.6
"b2595_at"	"yfiO"	1144.9	761.9	364.2	273	1194.4	554.1	269.9	280.9
"yfiP_b2583_at"	"yfiP"	152.4	184.6	204.1	258.6	166.5	257.7	198.9	403.1
"b2603_at"	"yfiR"	222.1	271.4	163.5	261.6	302.4	438.3	224.8	515.6
"yfjD_b2613_at"	"yfjD"	362.4	40.9	46.3	338.3	282.7	274.7	161.7	318.5
"ypjE_b2612_at"	"yfjD"	463.6	285	301.8	261.3	676.3	540.8	283.7	434.9
"yfjH_b2623_at"	"yfjH"	36.2	39.7	78.9	77.5	72	32.6	60.9	161.9
"yfjI_b2625_at"	"yfjI"	24.8	31.6	9	76.3	12.4	50	90.2	101.2
"yfjJ_b2626_at"	"yfjJ"	74.8	52.5	73.7	210.4	55.2	95.5	116.5	238.8
"yfjK_b2627_at"	"yfjK"	173.7	149.6	210.8	244.2	211.7	176.9	128.5	306.8
"yfjL_b2628_at"	"yfjL"	296	262.9	146.1	191.9	237.6	289.1	169.5	290.6
"yfjM_b2629_at"	"yfjM"	46.8	35.1	61.6	177.5	44.5	104.1	106.8	213.9
"yfjP_b2632_at"	"yfjP"	149.4	169.9	220.6	326.8	125.2	170.1	201.2	432.2
"yfjQ_b2633_at"	"yfjQ"	130	196.1	314.3	432.8	29	245.7	363.6	554.1
"yfjR_b2634_at"	"yfjR"	11.2	93.2	43.1	308	18.8	114.4	257.3	415.8
"b2636_at"	"yfjS"	46.2	63.1	7.9	113.2	23.5	83	123.6	215.5
"yfjT_b2637_at"	"yfjT"	27.3	39.1	60.1	86.1	44.6	81	120.4	266
"b2638_at"	"yfjU"	426.3	449.8	671.9	471.9	347.5	385.9	640.6	602.2
"b2641_at"	"yfjV"	27	135.2	108	58.2	16.7	88.3	87.1	204.2
"yfjW_b2642_at"	"yfjW"	36.7	32.2	60.9	82.5	79.8	47.5	64.2	176.9
"yfjX_b2643_at"	"yfjX"	120.8	223.7	267.4	509	118.8	441.9	578.1	606.4
"yfjY_b2644_at"	"yfjY"	27.6	127.4	216.8	434.2	93.9	292.4	295.4	849.2
"yfjZ_b2645_at"	"yfjZ"	55.2	94.9	103	230.9	84.3	182	217.6	495.9
"ygaA_b2709_at"	"ygaA"	276.1	405.9	472.6	559.3	271.1	378.1	559.7	574.3
"ygaC_b2671_at"	"ygaC"	237.3	195.6	248.6	310.2	206.9	221.9	236.6	393.6
"ygaD_b2700_at"	"ygaD"	515.9	382.2	733.2	735.3	549.3	312.5	572.7	597
"ygaE_b2664_at"	"ygaE"	2229.2	1543.5	1545.9	1763.6	1303.7	1529.6	1489.2	1451.5
"ygaF_b2660_at"	"ygaF"	3879.1	7277.5	8406.4	6450.7	2106.5	4934.1	6999.7	4723.5
"ygaG_b2687_at"	"ygaG"	1583	862.6	1974.1	1272.7	1771.8	1110.5	1696.1	1283.2
"ygaH_b2683_at"	"ygaH"	601.1	518.2	403	555.2	701	574	377.6	509.3
"ygaM_b2672_at"	"ygaM"	4251.7	4498.6	7061	5519.3	3427.6	2971.5	5911	3804.5
"ygaP_b2668_at"	"ygaP"	152.3	29.5	70.4	160	103.4	130.3	224	213.8
"b2655_at"	"ygaQ"	12.3	21.2	69.3	82.6	3.5	4.7	89.1	82
"b2656_at"	"ygaQ"	10.4	41.9	24	88.1	1.8	42.3	49.9	139.9
"ygaU_b2665_at"	"ygaU"	2466.6	5322.2	11153.3	5676.9	3009.1	3106.4	8738.1	4210.8
"b2667_at"	"ygaV"	319.2	413.6	407.2	689.8	339.4	401.6	479	575.6
"b2670_at"	"ygaW"	226.4	523.8	356	1655.5	279	518.2	477.6	1236.4
"b2681_at"	"ygaY"	82.1	65.5	125.5	173	74.7	169.8	199.7	280.6
"b2682_at"	"ygaZ"	360.2	274.9	59	80.3	308.1	276.5	163.4	233.7
"ygbA_b2732_at"	"ygbA"	203.1	341.8	342.5	760.1	374.1	375.9	409.5	541.5
"ygbD_b2711_at"	"ygbD"	160.4	124.2	204.9	88.5	75.4	232	163.2	332.3
"ygbE_b2749_at"	"ygbE"	171.3	252.7	428.3	215.9	329.1	294.4	415.5	290.9
"ygbF_b2754_at"	"ygbF"	221.6	209.6	372.5	360.9	248.7	229.4	302	406
"ygbI_b2735_at"	"ygbI"	407	613.8	675.6	859.3	469	528.2	601.5	706.6
"b2736_at"	"ygbJ"	368.9	199.2	341.8	460.7	369.6	241.7	430.5	432.3
"b2737_at"	"ygbK"	237.7	201	178.6	195.2	172.1	194	193.6	377.8
"IG_1788_2861525_2861615_fwd_at"	"ygbK"	220.2	198.4	181.1	274.7	202.2	237.7	275	362.7
"ygbL_b2738_at"	"ygbL"	396.9	459.1	441.3	629.2	313.5	398.2	518.1	660.7
"ygbM_b2739_at"	"ygbM"	228	183.8	252.7	336.2	245.1	217.3	332.1	367
"b2740_at"	"ygbN"	21.8	41.7	161.3	147	110.1	181.7	59.1	471.6
"b2755_at"	"ygbT"	171.4	228.6	256.6	238.9	124.2	223.1	149	337.4
"ygcB_b2761_at"	"ygcB"	39.1	51	195	135.3	39.7	199.9	178.8	378.9
"ygcE_b2776_at"	"ygcE"	75.9	169.9	296.4	310.9	74.9	229.2	210.3	516.2
"ygcG_b2778_at"	"ygcG"	18.1	33.3	71.3	119.1	30	55.4	67.2	173.8
"ygcM_b2765_at"	"ygcM"	81.1	24.2	45.3	77.6	179.7	232.6	207.4	273.7
"ygcN_b2766_at"	"ygcN"	198.9	43.7	140.7	193.7	130.9	162.8	210.8	314.6
"ygcO_b2767_at"	"ygcO"	165.6	134.3	181.4	259.2	195.1	194.4	264.5	417.5
"ygcP_b2768_at"	"ygcP"	80.5	91.1	42.6	178.1	60	81.1	156.8	144.3
"ygcQ_b2769_at"	"ygcQ"	290.4	360.3	347.3	1091.1	205.1	293.7	777.6	563.4
"ygcR_b2770_at"	"ygcR"	565.2	439.8	827.6	771.2	446.8	379.8	778.5	673.7
"ygcS_b2771_at"	"ygcS"	204	215	271.5	354.1	204.8	200.9	284.5	455.6
"b2772_at"	"ygcU"	86.7	24.8	133	206.5	100.4	127.7	264.7	303.1
"ygcU_b2773_at"	"ygcU"	374	234.9	301.3	370.7	230.2	256.4	487.3	397.9
"ygcW_b2774_at"	"ygcW"	62.4	15	99.8	137.2	54	117.6	163.4	267.4
"ygcX_b2787_at"	"ygcX"	213.3	263.8	261.8	368.2	231	203.3	250.1	471.4
"ygcY_b2788_at"	"ygcY"	212.7	366.2	543.3	521.5	202.4	545.6	504.4	721.8
"IG_1838_2961137_2961174_rev_at"	"ygdB"	109.2	93.6	39.9	31.9	86.7	189.3	149.5	265.7
"ygdB_b2824_at"	"ygdB"	136.9	238.1	380.8	448	147.1	439.2	592.2	615.6
"ygdD_b2807_at"	"ygdD"	218.2	357.8	443.7	451.9	325.7	251.4	348.1	346.8
"ygdE_b2806_at"	"ygdE"	282.6	392.8	487.3	384.8	370	330.3	328.3	462.3
"ygdH_b2795_at"	"ygdH"	1252.9	768.8	206.7	72.7	654.6	959.9	249.7	429.4
"b2809_at"	"ygdI"	1588.4	833.2	3612.4	2550	2201.9	408.3	2978.1	1675.9
"ygdK_b2811_at"	"ygdK"	403.6	427.9	515.3	635.1	410.9	537.3	393.6	587.4
"ygdL_b2812_at"	"ygdL"	367.1	169.5	132.4	90.7	307.8	372.9	67.8	198.8
"ygdP_b2830_at"	"ygdP"	1745.5	2704.4	1043.4	1167.9	1843.4	2317.3	945	1058.7
"b2833_at"	"ygdR"	652.7	448.4	571	639.2	588.8	357.9	524	734.9
"ygeA_b2840_at"	"ygeA"	268.3	210.8	327.8	343.3	221.5	239.5	244	442.9
"ygeD_b2835_at"	"ygeD"	97.8	50.1	45.6	55.2	84.5	207.8	18.3	256.6
"ygeF_b2850_at"	"ygeF"	17.8	17.7	54	111.8	16.9	36.1	55.7	213.5
"ygeG_b2851_at"	"ygeG"	35.6	43.2	77.9	127.1	15.5	84.3	97.2	213.5
"ygeH_b2852_at"	"ygeH"	16.4	41.2	91.8	112.9	23.4	40.9	51.5	147.7
"b2853_at"	"ygeI"	28.1	13	45.3	105.6	11.4	30.1	76.6	152.5
"b2856_at"	"ygeK"	10.9	8.2	105.9	134	26.8	38.2	47.8	193.4
"b2858_at"	"ygeN"	11.6	28	59.2	101.1	6.7	61.7	69.6	170.5
"b2859_at"	"ygeO"	47.5	37.3	45.8	53.7	35.9	53.1	80.6	137
"b2863_at"	"ygeQ"	83	97.5	211.7	227.5	118.6	187.9	90.7	406.7
"b2865_at"	"ygeR"	242.7	234.4	139.4	298.6	268.1	289.3	221.4	234.3
"ygeT_b2867_at"	"ygeT"	151.8	22.2	19.3	53.3	115.2	83.8	34.3	207
"ygeV_b2869_at"	"ygeV"	1537.3	620.8	404.3	760.2	729.2	658.1	572.2	578.9
"ygeW_b2870_at"	"ygeW"	216.2	18.2	13.8	38.1	554.7	81.6	51.9	152.6
"ygeX_b2871_at"	"ygeX"	237.4	37.3	40.6	79.3	438.5	87.7	34.1	110.2
"ygeY_b2872_at"	"ygeY"	227.3	19.1	25.4	28.1	515.6	19.8	52.2	159
"IG_1896_3054186_3054260_fwd_at"	"ygfA"	3444.6	7585.5	1785.4	3976.6	7140.9	10839.7	3237.4	2801.5
"ssrS_b2911_at"	"ygfA"	3959.6	19609.4	14086.8	23293.5	7850.8	7685.9	27882.5	13444.1
"ygfA_b2912_at"	"ygfA"	190.1	211.1	231.9	371.8	402.2	407.2	345.2	378.1
"ygfB_b2909_at"	"ygfB"	2413.3	2313.9	1967.1	2466.2	2299.7	3874.7	2277	1935.5
"ygfD_b2918_at"	"ygfD"	52.7	47.9	125.3	162.4	30.1	128.5	178.4	271.7
"ygfE_b2910_at"	"ygfE"	1833.4	2967.6	2331	2572.3	2656	2077.1	2547	1974.9
"ygfF_b2902_at"	"ygfF"	40.6	20	30.7	38.8	33.4	36	25.2	55.9
"ygfG_b2919_at"	"ygfG"	150.4	193.2	296.5	601.8	88.2	329.8	384.9	487.7
"ygfH_b2920_at"	"ygfH"	39.2	56.2	103.1	179	78.7	128.1	144.8	262.3
"ygfI_b2921_at"	"ygfI"	84.9	110.6	154.7	202.4	84.2	145.3	235.7	272.4
"ygfJ_b2877_at"	"ygfJ"	2032.5	175.1	346	611.5	695.3	228.6	302.1	561.7
"b2880_at"	"ygfM"	340.3	212.6	238.9	355	636.5	231.8	414.5	384.2
"ygfO_b2882_at"	"ygfO"	113.9	92.5	158.7	288.4	142.5	160.6	277.2	320.1
"ygfP_b2883_at"	"ygfP"	123.1	149.3	138.1	223.7	208.2	125.7	133.7	255.9
"ygfQ_b2884_at"	"ygfQ"	77.9	142.9	251	253.3	150.9	215.4	313.4	346.3
"ygfR_b2885_at"	"ygfQ"	68.9	119.4	218.2	274.5	166.8	124.8	195.7	321.6
"ygfS_b2886_at"	"ygfS"	62.7	153.7	53.8	230.4	94.1	128.3	184.5	221.1
"ygfT_b2887_at"	"ygfT"	116.3	361.3	440.3	693.8	158.2	484.7	601.4	570.2
"ygfU_b2888_at"	"ygfU"	50.4	85.6	167.9	175.4	65.4	133.7	153.2	229.5
"ygfY_b2897_at"	"ygfY"	1305	1045.1	465.2	522.2	943.9	879.3	601.7	570.3
"ygfZ_b2898_at"	"ygfZ"	1638.6	1256.7	1034.3	1355.4	1173.3	1094.4	1048.1	1018.1
"yggB_b2924_at"	"yggB"	794.2	1269.1	2460.5	915.8	1572.5	835.2	1404.7	660.9
"yggC_b2928_at"	"yggC"	287.7	216.6	223.7	268.1	233.4	230.4	232.4	290.7
"yggD_b2929_at"	"yggD"	539.5	529.3	530	434.2	517.8	661.3	573.2	415.6
"yggE_b2922_at"	"yggE"	2295.4	1364.1	1959.1	3133.2	2087.2	1001.6	2129.4	1825.2
"yggF_b2930_at"	"yggF"	75.4	112	248.9	355.4	60.8	189.8	254.8	320.4
"yggG_b2936_at"	"yggG"	568.4	701	663.6	756.7	509.9	535.7	480.9	770.4
"sprT_b2944_at"	"yggI"	65.5	97.7	132.8	139	171.3	151.3	151.4	295.2
"yggJ_b2946_at"	"yggJ"	418	494.9	989	605.3	676.5	644.8	742.8	525.5
"yggL_b2959_at"	"yggL"	1048.2	1097.1	1226.5	775.9	1129.9	697	1081.4	611.2
"yggM_b2956_at"	"yggM"	63.1	93.9	156.5	246.6	82.4	91.3	132.8	240.7
"yggN_b2958_at"	"yggN"	342.7	530.4	895.6	777.8	571.8	454.7	707.1	489.7
"b2931_at"	"yggP"	188.2	173.7	146.8	187.4	85.2	189.4	270.4	227.3
"yggP_b2932_at"	"yggP"	63.5	19	158.7	165.4	18.7	101.8	190.9	245
"yggR_b2950_at"	"yggR"	294.9	149.5	313.8	435.1	215.6	213.2	369.3	404.9
"yggS_b2951_at"	"yggS"	538.6	507	655.2	454	721.7	575	477.9	634.4
"yggT_b2952_at"	"yggT"	489.9	336.4	334.5	285.1	596.9	431.1	330.8	327.9
"yggU_b2953_at"	"yggU"	708.1	417.6	522.5	226.5	1297	440.4	440.5	701.5
"yggV_b2954_at"	"yggV"	670.7	447.5	608.4	625.6	807.5	502.4	563.2	492.2
"yggW_b2955_at"	"yggW"	145.8	174.7	185.8	282.6	349.7	204.3	255.9	372.9
"yggX_b2962_at"	"yggX"	782.8	832.9	816.3	706.2	570.5	810	694.8	871.1
"yghA_b3003_at"	"yghA"	1568.9	1791.6	2991.5	2375.4	1459.4	1446.9	3373.9	1555.6
"yghB_b3009_at"	"yghB"	629.2	1459.1	1664.2	1300.8	835.3	1467.7	883.3	1088.8
"yghD_b2968_at"	"yghD"	144	192.8	267.3	332.5	157	253.9	292.1	507
"yghE_b2969_at"	"yghE"	130.5	123.6	114.4	339.5	93.5	304.3	333.8	440.3
"b2970_at"	"yghF"	6.2	16.5	58.2	122.5	8.2	17.7	21.7	195.1
"b2971_at"	"yghG"	6.4	9.3	14.1	37.6	6.3	20.5	9.6	119.2
"b2973_at"	"yghJ"	170.2	91.2	82	188.5	103.1	133.4	155.8	278.7
"b2974_at"	"yghJ"	259.1	266.8	359.2	492.4	219.4	336.9	366.5	510.1
"b2981_at"	"yghO"	201.9	248.9	347.7	445.2	189	276.1	257	537.7
"IG_1942_3130334_3130468_rev_at"	"yghQ"	7.1	13.8	19.5	47	13.3	25.6	19.7	52.6
"yghQ_b2983_at"	"yghQ"	78.9	37.9	204.8	66.3	127.2	202.3	69.1	375.7
"yghR_b2984_at"	"yghR"	80.7	107.1	149	329.6	80.9	187.2	254.6	455
"yghS_b2985_at"	"yghS"	128.3	103.2	150.5	324.9	118.9	162.4	245.6	381.4
"yghT_b2986_at"	"yghT"	29.6	126	77.3	256.6	54.2	165.5	145.9	424.4
"b2989_at"	"yghU"	1229.4	1028	2179.5	1148.1	1021.7	900.5	1458.2	1086.8
"b2998_at"	"yghW"	14.5	28.1	28.9	138.9	15.9	35.3	39.5	117.8
"b3000_at"	"yghX"	776.5	664.1	1118.7	1165.8	702.4	557.4	1048.4	902.5
"ygiA_b3036_at"	"ygiA"	489.2	425.2	356.2	470.3	1268.4	782.1	364.7	532.4
"ygiB_b3037_at"	"ygiB"	2397.9	1973	1943.7	1572.9	2307.1	2204.6	1720.8	1341.7
"ygiC_b3038_at"	"ygiC"	925.5	982.5	570.6	346	972.6	1051.5	406	491.1
"ygiD_b3039_at"	"ygiD"	118.9	168.1	198.8	194.6	166.1	249.8	270.6	332.4
"ygiE_b3040_at"	"ygiE"	479.1	679.9	473.9	662.7	474.5	671.9	637	723.4
"ygiF_b3054_at"	"ygiF"	1069.3	1047.8	891.4	494.1	858	1144	700.6	591.7
"ygiH_b3059_at"	"ygiH"	175.3	105.9	121.3	82.8	307.3	176.2	131.1	222.8
"ygiL_b3043_at"	"ygiL"	57.7	95.1	149.7	213.7	44	130.5	204.9	390.9
"ygiM_b3055_at"	"ygiM"	1046.2	501.1	486.3	431.8	1106	547.4	545	580.4
"ygiN_b3029_at"	"ygiN"	1706.5	1493.4	2279.3	2167.3	1542.8	1480.6	2167.5	1832.9
"ygiP_b3060_at"	"ygiP"	34.8	46	30.7	175.3	65	153.4	203.9	403.6
"ygiW_b3024_at"	"ygiW"	9988.7	9318.4	9333.8	9523.5	9136.3	5813.8	8552.8	6803.8
"ygiX_b3025_at"	"ygiX"	443	401.3	532.1	683.4	230.2	529.1	777.5	731.6
"b3027_at"	"ygiZ"	38.7	22	148.1	106.4	48	115.8	115.9	203
"ygjD_b3064_at"	"ygjD"	692.7	580.1	784.3	1443.4	898.8	554.2	901	1138.4
"ygjE_b3063_at"	"ygjE"	138.6	99.8	185.9	339.6	263.7	236.7	297	499
"ygjF_b3068_at"	"ygjF"	845.8	1009.8	748	1113.8	811.2	626.1	865.5	676.6
"ygjG_b3073_at"	"ygjG"	388.2	1483.1	1897.6	1872.2	475.4	1300.3	1322	1334
"ygjH_b3074_at"	"ygjH"	253.6	503.6	569.7	829.8	229.8	516.6	392	716.6
"ygjI_b3078_at"	"ygjI"	18.4	105.7	106.4	225.7	38.6	247.2	239.4	369.2
"ygjJ_b3079_at"	"ygjJ"	70.9	136.3	217.9	326.5	64.3	301.1	250.6	454
"ygjK_b3080_at"	"ygjK"	319.6	278.5	358.5	541.6	185	198.1	314.7	521.9
"ygjL_b3081_at"	"ygjL"	664.1	398.5	372.1	755.4	302.3	506.3	403.5	792.8
"ygjN_b3083_at"	"ygjN"	134.2	81	131.7	289.9	134.7	88.4	144.8	333.4
"ygjO_b3084_at"	"ygjO"	264.6	178.8	224.9	368.9	166.7	256.6	214.2	336.8
"ygjP_b3085_at"	"ygjP"	267.4	253.1	347.9	416.1	269.9	420	325.6	578.8
"ygjQ_b3086_at"	"ygjQ"	119.5	154.1	213.3	252.3	76.2	252.9	246.3	428.1
"ygjR_b3087_at"	"ygjR"	473.5	588.8	446.6	1030.9	360.6	672.4	687.2	758
"ygjT_b3088_at"	"ygjT"	72.8	70.4	182.9	252.4	112.8	116.9	356.4	444.9
"ygjU_b3089_at"	"ygjU"	280.5	502.9	294.2	406.4	299.9	498.6	405.8	493.3
"ygjV_b3090_at"	"ygjV"	90.6	108.5	109.5	213.1	101.7	149.7	157.7	311.9
"yhaB_b3120_at"	"yhaB"	26.9	57.6	95.1	170.8	46.7	79.3	85.1	234.6
"yhaC_b3121_at"	"yhaC"	5.5	32.1	5.3	64.7	9	24.6	38.5	102.7
"yhaD_b3124_at"	"yhaD"	344.8	400.5	630	316.7	385.1	432.3	424.1	472.3
"yhaF_b3126_at"	"yhaF"	295.6	224	220.4	416.9	194.1	307.9	348.7	448.3
"yhaH_b3103_at"	"yhaH"	354.2	393	728.2	867.6	487.8	371.8	626.2	652.5
"yhaI_b3104_at"	"yhaI"	11.8	45.3	37.1	228.5	13.7	122.6	92.2	369.5
"yhaJ_b3105_at"	"yhaJ"	145.8	142.8	190.3	362.3	246.6	127.2	226.9	346
"yhaK_b3106_at"	"yhaK"	124.8	145.7	214.2	388.5	74	220.7	198.6	257.4
"yhaL_b3107_at"	"yhaL"	554.2	666.6	578.2	1097.1	776.1	417.3	698.3	673.2
"IG_2029_3253548_3253728_rev_at"	"yhaM"	38.3	120.2	92.7	176.9	11	133.9	40.4	279.1
"yhaM_b3108_at"	"yhaM"	240.8	390.7	574.4	883.2	359.1	309	373.5	723.6
"yhaN_b3109_at"	"yhaM"	75	48.4	64.2	246.8	38	246.7	174.2	351.2
"yhaO_b3110_at"	"yhaO"	86.3	76.6	179.1	180.2	91.3	110.3	117	280.7
"yhaR_b3113_at"	"yhaR"	300.4	334.9	405.6	632.3	196.6	283.4	496.8	496
"yhaU_b3127_at"	"yhaU"	96.2	107.2	94	192.1	73.2	135.5	122.2	294.2
"yhaV_b3130_at"	"yhaV"	581.6	501.4	529	841.4	786.3	425	528.2	1017.3
"yhbC_b3170_at"	"yhbC"	1267	1346.2	2395.6	1359.8	1963.3	1827.4	1652.1	1398.1
"yhbE_b3184_at"	"yhbE"	398.5	1126.8	2659.1	1604.7	457.9	1010	1767.2	959.9
"yhbG_b3201_at"	"yhbG"	1213.1	2200.4	2473	1105.4	1201.6	1403.3	1436.2	1113.3
"yhbH_b3203_at"	"yhbH"	2550.4	3026.8	2457.7	2325.8	1997.8	3046.7	2319.6	1881.1
"yhbJ_b3205_at"	"yhbJ"	878.2	800.4	933.7	664.5	1095	1073.8	926	830.8
"yhbL_b3209_at"	"yhbL"	630.5	243.2	208.1	297	604.2	298.6	218.8	381.2
"yhbM_b3163_at"	"yhbM"	2841.1	5268.6	3773.7	2155.4	3571	7675.5	1595.7	1505.3
"yhbN_b3200_at"	"yhbN"	1120.3	1793.7	2475.5	1644.8	1253.8	1783.4	1933.4	1396.2
"yhbO_b3153_at"	"yhbO"	593.9	624.8	1984.5	1518.6	668.6	585.1	1595.7	882.6
"yhbP_b3154_at"	"yhbP"	240	308.2	464.3	632.4	294.7	421	443	538.1
"yhbQ_b3155_at"	"yhbQ"	292.6	240.6	230.3	354.2	259.4	321.1	308.5	403.6
"yhbS_b3156_at"	"yhbS"	446.3	639.8	633.4	556.4	492.8	761.7	380.6	503.2
"yhbT_b3157_at"	"yhbT"	1600.9	1247.3	763.4	766.8	757.8	1425.1	570.1	686.4
"yhbU_b3158_at"	"yhbU"	262.7	253.5	94.4	228.2	158.5	190.7	170.3	269.3
"yhbV_b3159_at"	"yhbV"	206.4	185.2	231.1	242.7	156.4	227	230	369.1
"yhbW_b3160_at"	"yhbW"	695.3	636.2	934.9	183.9	530.9	316.4	579	567.6
"yhbX_b3173_at"	"yhbX"	214.2	251.7	398.9	508.8	229.9	222.1	320.5	485.8
"yhbY_b3180_at"	"yhbY"	947.8	917.6	701.1	497.8	1128.7	643.4	598.1	473.3
"yhcA_b3215_at"	"yhcA"	12.5	58.7	14.8	175.2	12.9	89.7	161	234.4
"yhcC_b3211_at"	"yhcC"	258.3	161.8	296.7	718.2	128.9	271.2	381.8	584.7
"yhcD_b3216_at"	"yhcD"	229.2	220.6	200.8	428.8	230.8	259.3	387.2	649.6
"IG_1329_2060358_2066629_fwd_f_at"	"yhcE"	54.5	65	93.1	124.9	70.9	105.7	101.8	188.1
"IG_2094_3363300_3364560_fwd_f_at"	"yhcE"	83.7	85	147.3	187.2	69.6	216.9	209.9	342.7
"IG_374_573563_576620_fwd_f_at"	"yhcE"	71	71.3	123.3	139.8	67.1	104.8	113.3	231.9
"IG_440_680887_694323_fwd_f_at"	"yhcE"	269.2	259.9	279.2	324.5	241.7	340.6	291.7	358.2
"yhcE_b3217_f_at"	"yhcE"	143	175.8	264.4	355.9	185.8	214	259.2	402.2
"yhcF_b3219_at"	"yhcF"	158.1	103.7	208	237.2	170.4	154	174	280.4
"yhcG_b3220_at"	"yhcG"	125.5	203.7	264.3	427.2	84.8	268.6	281.9	348.4
"yhcH_b3221_at"	"yhcH"	270.9	266.2	347.8	285.2	258.7	203.6	468.2	335.9
"yhcJ_b3223_at"	"yhcJ"	739.1	1161.2	1356	1514.4	381.8	969.4	1044.4	1321.8
"yhcM_b3232_at"	"yhcM"	252.4	526.4	531.8	614	267.5	574.2	628.6	562.1
"yhcN_b3238_at"	"yhcN"	223.7	347.5	621.1	237.8	310.4	285.8	589.3	446.5
"yhcO_b3239_at"	"yhcO"	363.6	713.8	1282.6	1039.5	472.4	479.8	1159.5	805.4
"yhcP_b3240_at"	"yhcP"	169.7	165.3	303.4	332.8	146.2	303.9	265.5	330.6
"yhcQ_b3241_at"	"yhcQ"	165.2	193	290.3	294.3	151.9	250.8	207.4	335.9
"yhcR_b3242_at"	"yhcR"	108.9	110	163.3	213.6	107.8	156.6	174.8	272.5
"yhdA_b3252_at"	"yhdA"	218.9	325.6	342.7	307.1	261.8	187	247	239.1
"yhdG_b3260_at"	"yhdG"	758	1212.7	726.6	526.1	1093.5	1213.3	668.3	513.2
"yhdH_b3253_at"	"yhdH"	724.3	1031.2	1344.8	1137.8	915.2	647.5	1014.2	719.5
"yhdJ_b3262_at"	"yhdJ"	95.7	27.5	109.6	387.3	114.3	123.8	175.2	494.5
"yhdN_b3293_at"	"yhdN"	770	830.3	1816	1562.1	885.3	1037.9	1571	1232
"yhdP_b3245_at"	"yhdP"	343	447.3	624.5	692.8	283.4	514	624.4	608.4
"yhdR_b3246_at"	"yhdP"	291.5	153.7	114.6	64.5	125.9	254.8	76.9	283
"yhdT_b3257_at"	"yhdT"	202.6	187.1	361.2	321.1	113.1	215.9	118.7	201.4
"yhdU_b3263_at"	"yhdU"	104.8	21.4	119.3	284.8	172.3	141	208.4	348.3
"yhdV_b3267_at"	"yhdV"	112	367.3	461.1	561.9	78.4	261.3	384.1	410.6
"yhdW_b3268_at"	"yhdW"	153.9	253.4	308.7	531.9	140.5	296.7	345.9	589.6
"IG_2131_3418860_3418957_fwd_at"	"yhdX"	43.7	69	146	179.2	7.6	128.9	204.7	255.2
"yhdX_b3269_at"	"yhdX"	48.4	39.6	79.4	166	34.2	97	91.1	232.2
"yhdY_b3270_at"	"yhdY"	136.8	115.3	258	237.7	154.6	210.7	334.5	337.3
"yhdZ_b3271_at"	"yhdZ"	69.2	67.9	181.2	152.8	9.3	182.4	252.7	255.2
"yheA_b3337_at"	"yheA"	127.1	1969.7	1951.2	2244.1	310.6	1435.6	1663.6	1442.2
